block_number,block_timestamp,tx_type,transaction_hash,pool_tx_index,pool_log_index,proxy_log_index,sender,receipt,amount0,amount1,total_liquidity,total_liquidity_delta,sqrtPriceX96,current_tick,position_id,tick_lower,tick_upper,liquidity
268096419,2024-10-27 05:38:19,BURN,0x6a6791d2b2b5ef8a2a1d41e3db945330c0847672847f91b3a2196052ebc23d34,1,2,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,5608296101917552165,0,3945826942674453309345785,-198159.0,,-198490.0,-196950.0,0
268096419,2024-10-27 05:38:19,COLLECT,0x6a6791d2b2b5ef8a2a1d41e3db945330c0847672847f91b3a2196052ebc23d34,1,5,6.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xcfd55ac7647454ea0f7c4c9ec231e0a282b30980,2876673146545395,7385204,5608296101917552165,0,3945826942674453309345785,-198159.0,3611637.0,-198490.0,-196950.0,
268096443,2024-10-27 05:38:25,SWAP,0x68edbd924b5295925fa088531c4b2718f1b90fdc98ef0b198e3db2b5925b3174,8,26,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-2329655437233617974,5781423442,5608296101917552165,0,3945908575762633139911735,-198159.0,,,,
268096465,2024-10-27 05:38:30,SWAP,0xf31518ce971c1447b75d0f68d749036a5abce9166527bd5b8afb79ef46b977d9,1,2,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-1788102569167896338,4437633128,5608296101917552165,0,3945971234673550815969230,-198158.0,,,,
268096498,2024-10-27 05:38:38,SWAP,0x42f0aceeadb0c96a04f064b52f607bbd58c488a6930ed605b35a91ea11ebc7ee,8,16,,0xc7b8d6b0102a591f6187d7831673d1c8f4d027f2,0xd5e9bd21dafbf069f52e02f7bf88f9adc7d3c2fe,-1386681833885672942,3441502098,5608296101917552165,0,3946019828319549560546875,-198158.0,,,,
268096517,2024-10-27 05:38:43,SWAP,0xfe925577ab6b2275a0b364fb38aa287c72428bde642d6462646a4203e44fb1b8,8,22,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x4700192f8a4a00f009d87a515ff2d13e5cab8364,-3163143202908217582,7850686125,5608296101917552165,0,3946130679178182909355496,-198157.0,,,,
268096530,2024-10-27 05:38:46,BURN,0x53373242fe3e732b23eb18578a85f256cbe177b5c6140279887d0f71e0a96959,3,5,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,5608296101917552165,0,3946130679178182909355496,-198157.0,,-198480.0,-196950.0,0
268096530,2024-10-27 05:38:46,COLLECT,0x53373242fe3e732b23eb18578a85f256cbe177b5c6140279887d0f71e0a96959,3,8,9.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xcfd55ac7647454ea0f7c4c9ec231e0a282b30980,956195289980945,2458787,5608296101917552165,0,3946130679178182909355496,-198157.0,3703349.0,-198480.0,-196950.0,
268096597,2024-10-27 05:39:03,SWAP,0x7132f4d508c0fe5f6b7564cf82d2652a26d831dddb0992d50b2484c8d0f06aa2,2,13,,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,-259456827293074941,643972119,5608296101917552165,0,3946139771996453147929278,-198157.0,,,,
268096696,2024-10-27 05:39:28,SWAP,0x58316416c3df346376c7b59bb361b3d4ebf4ce3e51ec16270d591d0ceaf1b3ad,4,13,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x310fcef34aab2813b22803bfbd359036436c74ce,-262317792022891,651075,5608296101917552165,0,3946139781189556827024742,-198157.0,,,,
268096873,2024-10-27 05:40:13,SWAP,0x3be007d6e87776fdf3eecf44aeb28a07b84ea76c4f2b5e4aa41eac645456b988,3,5,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,200000000000000,-495905,5608296101917552165,0,3946139774183926700687320,-198157.0,,,,
268097059,2024-10-27 05:40:59,SWAP,0xac8cc564ce878b0032fa2c9c6195fdaa979fa6d35e49e59d1ccdda623efe18ce,3,14,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xea749fd6ba492dbc14c24fe8a3d08769229b896c,10000000000000000,-24795251,5608296101917552165,0,3946139423902452098624142,-198157.0,,,,
268097129,2024-10-27 05:41:17,SWAP,0xa75e02bc7ae82f0fd323643f51f510500ae33ea1dcc39bd6125e7566d020109c,8,30,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-155137062028764366,385051701,5608296101917552165,0,3946144860791786736319142,-198157.0,,,,
268097206,2024-10-27 05:41:36,SWAP,0x2ea19f8acfada86cbb188b301a0c6ccc1785454f75953d576efe81680216d505,8,19,,0x5e325eda8064b456f4781070c0738d849c824258,0xf70da97812cb96acdf810712aa562db8dfa3dbef,2756522108410701,-6834884,5608296101917552165,0,3946144764235668714484720,-198157.0,,,,
268097314,2024-10-27 05:42:03,SWAP,0x9dc9e47e500a9af003a084c0961215cf970280d59227b803f5e665098831bcf1,1,10,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xea749fd6ba492dbc14c24fe8a3d08769229b896c,-99895111448999,247941,5608296101917552165,0,3946144767736569022349043,-198157.0,,,,
268097467,2024-10-27 05:42:42,SWAP,0x186b9de2e7db45ba04430876ca4a9b620d67b29223daaf2c545eb450ec1f66a6,11,20,,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,634440571395799165,-1573106625,5608296101917552165,0,3946122544525616362777041,-198157.0,,,,
268097508,2024-10-27 05:42:52,SWAP,0x4dff9434fa90fde124023ca7d1b9f2689347d961cea49885499ce9b25415e954,8,23,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x614871d79da87cc381667fc33ba4bcd389694fdf,-286316511369415,710634,5608296101917552165,0,3946122554559683714368159,-198157.0,,,,
268097709,2024-10-27 05:43:42,SWAP,0xddbfb728b960dcca60c36cb9899b06e898ceafcb57337f34da65ef7c88cb778c,7,19,,0xe592427a0aece92de3edee1f18e0157c05861564,0x5cced7065d4f8b89c0fbcabb46e4bd24a4556e25,9990000000000000,-24770240,5608296101917552165,0,3946122204631544512667661,-198157.0,,,,
268097763,2024-10-27 05:43:56,BURN,0xc1f152bff409d4d9cf2dc30ad1a024e96f8a26dc13829d56c67438061d761ee1,4,3,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,5608296101917552165,0,3946122204631544512667661,-198157.0,,-198450.0,-197950.0,0
268097763,2024-10-27 05:43:56,COLLECT,0xc1f152bff409d4d9cf2dc30ad1a024e96f8a26dc13829d56c67438061d761ee1,4,6,7.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xce8d2650b71534087be4e23481690b1c0cf16b40,686991730614002,1784479,5608296101917552165,0,3946122204631544512667661,-198157.0,3762847.0,-198450.0,-197950.0,
268097887,2024-10-27 05:44:27,SWAP,0x33d9d0cab81d0feb496708a622a68150aab65125cd837cdcf7c2f7f7477ab8ff,5,9,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-4022989850595534,9985000,5608296101917552165,0,3946122345618682516872805,-198157.0,,,,
268097997,2024-10-27 05:44:55,SWAP,0xfe8c554bb586adcb884936b9aa522410759ef4f660cfe2549252a34210e4f041,5,10,,0x5e325eda8064b456f4781070c0738d849c824258,0xf70da97812cb96acdf810712aa562db8dfa3dbef,115048840248890,-285264,5608296101917552165,0,3946122341588770019253156,-198157.0,,,,
268098065,2024-10-27 05:45:12,SWAP,0x3635eb881e23eb4b4d534be8815ced17cfab6b3bbd9584572dad50b46ebcb8da,17,34,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-1787908848952298295,4437633128,5608296101917552165,0,3946185000499687695310651,-198157.0,,,,
268098066,2024-10-27 05:45:12,SWAP,0x164402da0e17714263fecf3f727b5df6c9be1a02ca84f2c87fe28808ed025457,1,2,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-1107971354959873558,2750082504,5608296101917552165,0,3946223831374082691473374,-198157.0,,,,
268098068,2024-10-27 05:45:12,SWAP,0x9dbc07ae4c94ef543bebae95e8eed1bbdae8c6eaa6bedb27c7a55c27f81bdffa,7,41,,0x5e325eda8064b456f4781070c0738d849c824258,0x7bfe20d25e87fb5b8ff08c51b2843a5ac2110360,-360265727524615584,894222933,5608296101917552165,0,3946236457707399171957161,-198157.0,,,,
268098156,2024-10-27 05:45:34,SWAP,0x005381ba6af928f3e7367c4620eb061e0027b80f88634d37c44287cc18ad5295,6,9,,0x5e325eda8064b456f4781070c0738d849c824258,0xf70da97812cb96acdf810712aa562db8dfa3dbef,887667121982221,-2201101,5608296101917552165,0,3946236426612538171539631,-198157.0,,,,
268098276,2024-10-27 05:46:04,SWAP,0x0b0e0a785a7e7a3f72921cd790ab90dd2c5aa33afe823fe0bb61168e85d13d01,7,11,,0x5e325eda8064b456f4781070c0738d849c824258,0xf70da97812cb96acdf810712aa562db8dfa3dbef,1483750014167766,-3679176,5608296101917552165,0,3946236374636973980676892,-198157.0,,,,
268098376,2024-10-27 05:46:30,SWAP,0xf1e1282de07735ad92388e3585bbf87336ea9d1a1b5a7a4398abf08c291104b6,3,7,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,8000000000000000,-19837172,5608296101917552165,0,3946236094398069480605135,-198157.0,,,,
268098433,2024-10-27 05:46:44,SWAP,0xf648350483774401a0fbc67ec472c9f7e2ed3fa52884ff7ad1363ea8a67faf30,25,60,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-1901115496732326201,4718891566,5608296101917552165,0,3946302724648419375776614,-198157.0,,,,
268098433,2024-10-27 05:46:44,SWAP,0x0b204995a692c414d8aee4eb4a332e3f77c4e6232e8605c7aaa8971eabe30ed9,26,63,,0xe3be1402bdc62d1e4ff4d5658129c5f82745fbad,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,-3057190394796726332,7588800000,5608296101917552165,0,3946409877702649685319186,-198156.0,,,,
268098434,2024-10-27 05:46:44,SWAP,0xae682139e731596628eb98c8e001da6c68fd06725a033ab1d2e9112a4afe397a,7,12,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x4700192f8a4a00f009d87a515ff2d13e5cab8364,-4378002317786554551,10868141583,5608296101917552165,0,3946563334713560966234547,-198155.0,,,,
268098460,2024-10-27 05:46:51,SWAP,0x2b5325cbeb7bdd7158055e0563f957c2ad0c2074ee1de16a943937c1d504c825,13,28,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-1334343305464343517,3312599377,5608296101917552165,0,3946610108266778019751758,-198155.0,,,,
268098471,2024-10-27 05:46:53,SWAP,0x9642eef2cdbe4685bf183b52b28002f7273345d5a21b37d0a82791d63e47bebe,2,2,,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,-105351905160129494,261546723,5608296101917552165,0,3946613801278864901379589,-198155.0,,,,
268098472,2024-10-27 05:46:54,SWAP,0x9e9ffd33e21304af0093a6974db018da962c596c5ec792cfdfc4d9d1ee8a5bee,2,8,,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,20191162505850756,-50076519,5608296101917552165,0,3946613093849983135631419,-198155.0,,,,
268098532,2024-10-27 05:47:09,SWAP,0xa2f4637278d4c1e422f0027e4f55f674334fd63d345e559722291c0cd90454eb,2,4,,0xb7bff85e602be0edb6c49d865ae7796dcff6ae9e,0xb7bff85e602be0edb6c49d865ae7796dcff6ae9e,80000000000000000,-198409477,5608296101917552165,0,3946610290927655778742019,-198155.0,,,,
268098595,2024-10-27 05:47:24,BURN,0x182607da7e9a4a44f794519d0fd736ae2e3a402cedaef20b73f9a5497308de59,2,0,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,5608296101917552165,0,3946610290927655778742019,-198155.0,,-198230.0,-198170.0,0
268098595,2024-10-27 05:47:24,COLLECT,0x182607da7e9a4a44f794519d0fd736ae2e3a402cedaef20b73f9a5497308de59,2,3,4.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,484519909767036,1209071,5608296101917552165,0,3946610290927655778742019,-198155.0,3764593.0,-198230.0,-198170.0,
268098666,2024-10-27 05:47:41,BURN,0xa3d000b132196b4491b68639b738b1cf5f265a8afa25f8ccd6920bef8084680e,2,1,2.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,1045218259,5608296101917552165,0,3946610290927655778742019,-198155.0,3764593.0,-198230.0,-198170.0,7010523046116629
268098666,2024-10-27 05:47:41,COLLECT,0xa3d000b132196b4491b68639b738b1cf5f265a8afa25f8ccd6920bef8084680e,2,4,5.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0,1045218259,5608296101917552165,0,3946610290927655778742019,-198155.0,3764593.0,-198230.0,-198170.0,
268098789,2024-10-27 05:48:12,SWAP,0x52eb7f6d827d527d17f9d003fdae7546b6c5b62f9854d1a8b4962a4a701ff723,4,15,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-9926280233771951,24642973,5608296101917552165,0,3946610638883823712332992,-198155.0,,,,
268098915,2024-10-27 05:48:43,SWAP,0xc46a3662524a9b372818e1c17e2d732d09cc33885baf56d0304fc756d4981094,5,19,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xea749fd6ba492dbc14c24fe8a3d08769229b896c,323922528380383061,-803363507,5608296101917552165,0,3946599289801429733405512,-198155.0,,,,
268098925,2024-10-27 05:48:46,SWAP,0x421751af9f3122261bd3313c87c836e88d529b2f7f5810a09fb9fa5c95ff004e,4,6,,0x5e325eda8064b456f4781070c0738d849c824258,0xf70da97812cb96acdf810712aa562db8dfa3dbef,21866716831830253,-54231697,5608296101917552165,0,3946598523672533316675730,-198155.0,,,,
268099038,2024-10-27 05:49:14,SWAP,0xc6b844a39b2679643bfb9a9de93d97f34d780481373d6345674ba0d63468f798,1,3,,0xe3be1402bdc62d1e4ff4d5658129c5f82745fbad,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,3071400000000000000,-7617177352,5608296101917552165,0,3946490916129310755945757,-198156.0,,,,
268099057,2024-10-27 05:49:19,SWAP,0x594a0d25506c39add06381df6f79bd1c62271b70f71f2cc47fd7db7f67b86643,3,5,,0xbffd8eaf525596396ab2209f302ed359ea03d679,0xd1e1ac29b31b35646eabd77163e212b76fe3b6a2,1029289859667853817,-2552581233,5608296101917552165,0,3946454855921881651424311,-198156.0,,,,
268099058,2024-10-27 05:49:19,SWAP,0x46f635ec103bd70028b2475ac0368f0048d631e8a634ced3cd2c30029663e01b,11,41,,0xbffd8eaf525596396ab2209f302ed359ea03d679,0xbffd8eaf525596396ab2209f302ed359ea03d679,1229313068207724914,-3048566468,5608296101917552165,0,3946411788951954785817152,-198156.0,,,,
268099059,2024-10-27 05:49:19,SWAP,0x4d78d5cea646dfc3f588b8f1175a001d7d6fdcc98f7677894df0fcc4d8eb0ff0,8,24,,0xbffd8eaf525596396ab2209f302ed359ea03d679,0xbffd8eaf525596396ab2209f302ed359ea03d679,382968871988147231,-949708729,5608296101917552165,0,3946398372456792074882706,-198156.0,,,,
268099173,2024-10-27 05:49:48,SWAP,0x0b4c858fb616f3224e448f625ad6cd21d8d5c59f45bb3f1290d1cb72ff7de657,1,18,,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,2353738677458096303,-5836797781,5608296101917552165,0,3946315916260679857600650,-198156.0,,,,
268099339,2024-10-27 05:50:30,SWAP,0xca0f338fa68cb1f4ab3133160a362290a310bac8c32d00b3e16759fd01c89be4,3,16,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,651547306764086712,-1615662969,5608296101917552165,0,3946293091858045508517888,-198157.0,,,,
268099344,2024-10-27 05:50:31,SWAP,0x804371f8bdd87ce557976c03329f15661dab92387e51fe75568b0beb9f73e506,2,6,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,1031694402048047456,-2558287814,5608296101917552165,0,3946256951033985813708800,-198157.0,,,,
268099353,2024-10-27 05:50:33,SWAP,0x69703a9235576c5c2909da0606b6201b903d6042360e37f0f579e1ef3ece2028,5,31,,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xfc43aaf89a71acaa644842ee4219e8eb77657427,773342248250917356,-1917622452,5608296101917552165,0,3946229860862468665617297,-198157.0,,,,
268099358,2024-10-27 05:50:34,SWAP,0x1cefb7e7c455dfdfea33ecb2d6578aaf93fad6c9663fe30700f312ad43a1dd31,2,17,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,683113168149072079,-1693863507,5608296101917552165,0,3946205931724132170334208,-198157.0,,,,
268099360,2024-10-27 05:50:35,SWAP,0xbb12df2df1fd422d9edbad0e940c15cd9587ee5f458f9d37f945432e19731271,3,7,,0xc7b8d6b0102a591f6187d7831673d1c8f4d027f2,0xd5e9bd21dafbf069f52e02f7bf88f9adc7d3c2fe,1009541998520705312,-2503246514,5608296101917552165,0,3946170568466186523437500,-198157.0,,,,
268099362,2024-10-27 05:50:35,SWAP,0x3cebd9f2c7fd13057a047d7ee70440713ef62e84330ab7eb1780ca7e75be7e47,4,15,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,1163845213568121343,-2885798979,5608296101917552165,0,3946129800905706262495232,-198157.0,,,,
268099375,2024-10-27 05:50:39,SWAP,0x4839521fb1e07ea8b71347b2f1d782c5e93f01f7a4b2e71d02fb314481691341,4,14,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xea749fd6ba492dbc14c24fe8a3d08769229b896c,-63232407806601,156943,5608296101917552165,0,3946129803121717375101829,-198157.0,,,,
268099379,2024-10-27 05:50:40,SWAP,0x171266c51399586527cba6aa6fbe0125da54356bbb7769a7242d6f74d406d590,1,2,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,1362648519100773241,-3378663654,5608296101917552165,0,3946082072882755296821248,-198158.0,,,,
268099387,2024-10-27 05:50:42,SWAP,0xaa70204a7a3d51475bd4d06a0f926a025bf161575b5aff24f559437f35d22642,3,24,,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,1456337954852832993,-3610874650,5608296101917552165,0,3946031062208841894070688,-198158.0,,,,
268099391,2024-10-27 05:50:43,SWAP,0xb7ed8ca0e6fed66b72c64cc25052886ef2c8044ae7b9f788758c7a719c51ef18,3,4,,0xe3be1402bdc62d1e4ff4d5658129c5f82745fbad,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,3071900000000000000,-7616226695,5608296101917552165,0,3945923468095507559677727,-198158.0,,,,
268099459,2024-10-27 05:51:00,SWAP,0x7faa102c6f7519c422036aafd5f23c64428b092ec3c5b46011e312b63b0a5384,7,27,,0xe3be1402bdc62d1e4ff4d5658129c5f82745fbad,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,709200000000000000,-1758275560,5608296101917552165,0,3945898629010813753568412,-198159.0,,,,
268099459,2024-10-27 05:51:00,SWAP,0x81950cf6de3f9b333319009b35a898a432610d4ad783cd15299d9d1e27d31a4a,9,35,,0xe3be1402bdc62d1e4ff4d5658129c5f82745fbad,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,2045400000000000000,-5070909337,5608296101917552165,0,3945826992488453423053849,-198159.0,,,,
268099462,2024-10-27 05:51:00,SWAP,0x2a71bbbf2595a078098d52ab2b5f6e461a8312e0ceb394372f1a47f8f4b07002,10,26,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,1724909380000000000,-4276213149,5608296101917552165,0,3945766582605636605723662,-198159.0,,,,
268099463,2024-10-27 05:51:01,SWAP,0xc8263e3aeeec9a7a6bd5cd7626e7b7a06289b5bd2844ffae0fd1395cf6734593,3,9,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,472367280518300048,-1171020232,5608296101917552165,0,3945750039652202849501184,-198159.0,,,,
268099469,2024-10-27 05:51:02,SWAP,0xf96e5e0e84249ca42044f0b27db22be90623b45acc6084252a18ce2442e1cfe0,2,4,,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,310934352639794494,-770815213,5608296101917552165,0,3945739150378183098102259,-198159.0,,,,
268099471,2024-10-27 05:51:03,SWAP,0xd59a7a335401228554f9657d1700904520a897a1c859456000839a44eaae5fc1,7,11,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,4043933673394831,-10025000,5608296101917552165,0,3945739008755430880377704,-198159.0,,,,
268099477,2024-10-27 05:51:04,SWAP,0x94a4c0634f94aa6bff7cc24d4bc175e4626decf30b2e38b9c66ed765a35bc7ea,2,8,,0xe3be1402bdc62d1e4ff4d5658129c5f82745fbad,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,3389200000000000000,-8401647872,5608296101917552165,0,3945620319030255121215634,-198160.0,,,,
268099502,2024-10-27 05:51:10,SWAP,0xebbabc7526edb7732c1fb0557164c62cbabc36252cab4f36c503588425e50f19,1,3,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,10000000000000000,-24788724,5608296101917552165,0,3945619968840993944718824,-198160.0,,,,
268099599,2024-10-27 05:51:35,SWAP,0x010c72405fdbae233c0c574e9d7274f13d79875a3f7e126269188744d4cb4a60,6,31,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,1542583981503245492,-3823816193,5608296101917552165,0,3945565949950884499685376,-198160.0,,,,
268099599,2024-10-27 05:51:35,SWAP,0xfb9f2f401fbbcee8ca1ed6e15ce65650b022a44363d1a3d87f0ff727ec0813f9,8,40,,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,0x51c72848c68a965f66fa7a88855f9f7784502a7f,134221378787890158,-332708137,5608296101917552165,0,3945561249797054545505677,-198160.0,,,,
268099599,2024-10-27 05:51:35,SWAP,0xc5993f9efcc9eb489742a005e7b1bc05c6cc9c0abb0ab445bffa30a6e4ac0d0a,9,43,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,94288098941115679,-233720994,5608296101917552165,0,3945557948030416635035648,-198160.0,,,,
268099603,2024-10-27 05:51:36,SWAP,0xe0db4eb33e79fbe179d71ae5378df7e1d8808ba999acd1a335b25568d32910e9,7,21,,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,0xcd934b818ddd7da4a82cd3e73c014569024c26f8,1985554770427806483,-4921697209,6107894964262660243,0,3945491554707164989751296,-198161.0,,,,
268099626,2024-10-27 05:51:41,SWAP,0x40c4041f3e6571e61ccf68d8bad103ce78a6a2a2d77c2066fdd2bbc86fa4a8e2,7,19,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,200000000000000,-495742,6107894964262660243,0,3945491548276677674364617,-198161.0,,,,
268099626,2024-10-27 05:51:41,BURN,0x18902ea58eedf655cc252953a04344d32cebdc14902ebf50735f439982b7f297,8,22,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6107894964262660243,0,3945491548276677674364617,-198161.0,,-198240.0,-198080.0,0
268099626,2024-10-27 05:51:41,COLLECT,0x18902ea58eedf655cc252953a04344d32cebdc14902ebf50735f439982b7f297,8,25,26.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xf0531592b90fd64291540c38d5aa80a2a43e7150,11738900700807,24293,6107894964262660243,0,3945491548276677674364617,-198161.0,3764834.0,-198240.0,-198080.0,
268099634,2024-10-27 05:51:43,BURN,0xfb9c9441a09a8484baf2d2850752bfd16a9d25b4ffe0264987c2142b3304733f,3,4,5.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,320187855664032403,790522625,6103909392447691104,-3985571814969139,3945491548276677674364617,-198161.0,3764834.0,-198240.0,-198080.0,3985571814969139
268099634,2024-10-27 05:51:43,COLLECT,0xfb9c9441a09a8484baf2d2850752bfd16a9d25b4ffe0264987c2142b3304733f,3,8,9.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xf0531592b90fd64291540c38d5aa80a2a43e7150,320187855664032403,790522625,6107894964262660243,0,3945491548276677674364617,-198161.0,3764834.0,-198240.0,-198080.0,
268099640,2024-10-27 05:51:45,SWAP,0x2d907e54b1a299fc0085a61e77efb2d91a74ac8ac290dafe2b482d622e2fa9a7,2,6,,0x5e325eda8064b456f4781070c0738d849c824258,0xf70da97812cb96acdf810712aa562db8dfa3dbef,269767052119594845,-668673045,6103909392447691104,0,3945482868964244937922124,-198161.0,,,,
268099647,2024-10-27 05:51:47,MINT,0xd87b07de4f23dcc9cd20228ef08b1e69593822647e4568b0b33855873c2a856d,1,3,5.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,319523538634627448,786554045,6109202008664170628,5292616216479524,3945482868964244937922124,-198161.0,3764839.0,-198220.0,-198100.0,5292616216479524
268099709,2024-10-27 05:52:02,BURN,0xe27a0ad205fc35911124b4f2608ebe428b23b946eeab3909f3320d5d5f3d2f9d,3,7,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6103909392447691104,0,3945482868964244937922124,-198161.0,,-199120.0,-192200.0,0
268099709,2024-10-27 05:52:02,COLLECT,0xe27a0ad205fc35911124b4f2608ebe428b23b946eeab3909f3320d5d5f3d2f9d,3,10,11.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x08e95c86f21e8b25845ac0a7df9129580ae1e96e,7744509557207617,19678731,6103909392447691104,0,3945482868964244937922124,-198161.0,3542715.0,-199120.0,-192200.0,
268099727,2024-10-27 05:52:07,SWAP,0x8b57ed55d536211707b112cf6af8a407578b766b6774d20f1f9684a9a8cae9cc,5,15,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-13010569142414270,32281574,6109202008664170628,0,3945483287403668890784864,-198161.0,,,,
268099737,2024-10-27 05:52:09,SWAP,0x9d10ea8be1f9da7b215fe4b0ba0e6986a3795f158183a0b1c2eebbaae0176391,1,18,,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,67518692136999409,-167358521,6109202008664170628,0,3945481116987943467520587,-198161.0,,,,
268099742,2024-10-27 05:52:11,SWAP,0x9b2c473aabfb0b758c391b23756df6ef1e911c396e8ffeaabb7e14496a10a029,3,5,,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0,20824118705955401,-51616687,6109202008664170628,0,3945480447588689041345021,-198161.0,,,,
