block_number,block_timestamp,tx_type,transaction_hash,pool_tx_index,pool_log_index,proxy_log_index,sender,receipt,amount0,amount1,total_liquidity,total_liquidity_delta,sqrtPriceX96,current_tick,position_id,tick_lower,tick_upper,liquidity
219859235,2024-06-09 00:00:31,SWAP,0xb32ea2f6d9f2c07a1547138514d251aef4915dc69b4def5d4e6ae548608bfd44,5,16,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,1436625130000000000,-5286023429,6869129950582659518,0,4807045609913909089827373,-194210.0,,,,
219859235,2024-06-09 00:00:31,SWAP,0xbd71f27cc801e5db3ee27eac06e30aa49d5c8bae1b9399e9b5c51fa80ee69e8e,8,24,,0x3015aee8dcc5fb0eac29389d01a5b4dd7af16d26,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,1827000000000000000,-6722202881,6579499611803367310,0,4806966796893019243944876,-194211.0,,,,
219859313,2024-06-09 00:00:51,SWAP,0x0ae21208420d3ef2d2dde66afc237cdf4eab6338fa98d22c7dcb33a7a364bec6,2,92,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x35218a1cbac5bbc3e57fd9bd38219d37571b3537,-2188304948265136,8059501,6579499611803367310,0,4806966893894339747135905,-194211.0,,,,
219859374,2024-06-09 00:01:06,SWAP,0x4724343ebf3ce4ef6199bc366f1c0e075104118ad1e1dc70001d366b849decbd,2,16,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-265996208800297,979661,6579499611803367310,0,4806966905685193716954969,-194211.0,,,,
219859375,2024-06-09 00:01:06,BURN,0x6741b84f6486f5d740c2f42e35ae4922c6f6890ea0480211f4d841d70b449b3b,3,0,1.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,14119578238806317850,6854043083,6556819896866894481,-22679714936472829,4806966905685193716954969,-194211.0,2969113.0,-194310.0,-193440.0,22679714936472829
219859375,2024-06-09 00:01:06,COLLECT,0x6741b84f6486f5d740c2f42e35ae4922c6f6890ea0480211f4d841d70b449b3b,3,4,5.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,14119917824383804715,6855652788,6579499611803367310,0,4806966905685193716954969,-194211.0,2969113.0,-194310.0,-193440.0,
219859429,2024-06-09 00:01:20,SWAP,0xa63c2aa5672a86111ab544642e2ff69caac8d58be5e6a8081803704e43d142e2,1,3,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,27097509185054852,-99700000,6556819896866894481,0,4806965700978044081290237,-194211.0,,,,
219859436,2024-06-09 00:01:22,MINT,0x28ecaec8b567a30dfd583b0d0fa1d5875361b8831c61a9712c3056ff74bbe493,3,19,21.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,146607145483497,999993,6556820066065172676,169198278195,4806965700978044081290237,-194211.0,2977782.0,-196260.0,-193130.0,169198278195
219859454,2024-06-09 00:01:27,SWAP,0xa2709bf3920ec4fc06171dbe40d9c587b64ce7559dc4666cc921e792bccfb6b2,1,4,,0x170ebc619cdb767fd987d54a08d77c0b4b93209e,0x87e711bcb9ed1f2f6dec8fcc74cd2e0613d43b86,-1039282035092200,3827662,6556820066065172676,0,4806965747205779767511025,-194211.0,,,,
219859470,2024-06-09 00:01:31,SWAP,0x86d6ee21610baa77d66feab23fa044d48e61fb905639008808318294c130cc89,1,5,,0x170ebc619cdb767fd987d54a08d77c0b4b93209e,0x87e711bcb9ed1f2f6dec8fcc74cd2e0613d43b86,1000000000000000,-3679304,6556820066065172676,0,4806965702747567005960395,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,18,,0xe592427a0aece92de3edee1f18e0157c05861564,0x71cc05139eed1e39fa69f8d42fe312d36775b3a2,-240918271393371,887299,6556820066065172676,0,4806965713463720775413170,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,46,,0xe592427a0aece92de3edee1f18e0157c05861564,0xcaea707c12420b9b70856a19f90b2f9e5bf57688,100644322233368,-370301,6556820066065172676,0,4806965708989254109918214,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,79,,0xe592427a0aece92de3edee1f18e0157c05861564,0x9b4c580a3003c3e5c4f55e9f07cb3e7053cbc59d,-620896275033732,2286753,6556820066065172676,0,4806965736607001656975161,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,115,,0xe592427a0aece92de3edee1f18e0157c05861564,0xec784d4bd2e7362e6421d30a875eecda1175c306,-1698256782357647,6254657,6556820066065172676,0,4806965812146234178856801,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,132,,0xe592427a0aece92de3edee1f18e0157c05861564,0x6e3aefc0b97a13eb425ba15da5d4c6d05b197081,1572301690327977,-5784976,6556820066065172676,0,4806965742244509586206748,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,184,,0xe592427a0aece92de3edee1f18e0157c05861564,0xc6c47c466f260a70c204d33d9d028d7693ae1a51,-3911535605893538,14406133,6556820066065172676,0,4806965916231392762636816,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,199,,0xe592427a0aece92de3edee1f18e0157c05861564,0x0d94ee097bc9a1caa56284ee18286343f1149dfb,3640407066569394,-13394165,6556820066065172676,0,4806965754385393428912847,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,232,,0xe592427a0aece92de3edee1f18e0157c05861564,0x1fba76f2348abf42aa1a659b4d396a9a08aff110,-3191665805356459,11754862,6556820066065172676,0,4806965896352140167489449,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,249,,0xe592427a0aece92de3edee1f18e0157c05861564,0x3ecb93822035e322c7d45842be4c17a4c02e7a94,2972815635061854,-10937893,6556820066065172676,0,4806965764186064373078223,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,257,,0xe592427a0aece92de3edee1f18e0157c05861564,0xe0449ab87048be6982f25b66fe1a03a084e14904,616550439510940,-2268476,6556820066065172676,0,4806965736775333464210432,-194211.0,,,,
219859633,2024-06-09 00:02:11,SWAP,0x29c6050782bc99be50f8526e6daa793f2a2181c1f9d2d2d29084c9eebe385bad,2,299,,0xe592427a0aece92de3edee1f18e0157c05861564,0xe0449ab87048be6982f25b66fe1a03a084e14904,-893600569370442,3291119,6556820066065172676,0,4806965776523092103969052,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,12,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,25525854486771754,-93917360,6556820066065172676,0,4806964641689465985216060,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,23,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,18930512611424126,-69651068,6556820066065172676,0,4806963800073235303506541,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,33,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,10611302394026197,-39042173,6556820066065172676,0,4806963328314119914657660,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,40,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,10001165067841738,-36797287,6556820066065172676,0,4806962883680679964858240,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,46,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,8295964705332350,-30523338,6556820066065172676,0,4806962514857380339301385,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,52,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,7580589693720088,-27891255,6556820066065172676,0,4806962177838384633400027,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,58,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,7284987653067583,-26803643,6556820066065172676,0,4806961853961353398636925,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,64,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,6936350798052244,-25520901,6556820066065172676,0,4806961545584110281797131,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,70,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,6770354400122741,-24910147,6556820066065172676,0,4806961244586796139543579,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,77,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,6537264707089533,-24052538,6556820066065172676,0,4806960953952250264886601,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,83,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,5967922311553364,-21957756,6556820066065172676,0,4806960688629631716515675,-194211.0,,,,
219859689,2024-06-09 00:02:25,SWAP,0x95142d3b7b51e554bbc3eb7c0b28dfedec0c69cfb28c33e6ee75d5e8c4340051,4,96,,0x5e325eda8064b456f4781070c0738d849c824258,0xd4ce1f1b8640c1988360a6729d9a73c85a0c80a3,5557440411598913,-20447469,6556820066065172676,0,4806960441556293914820253,-194211.0,,,,
219859763,2024-06-09 00:02:44,SWAP,0x6bfb4c8fcb0592fea211bf083a835ab307254ee90d2f818a3c1c8ca347ede5e0,2,6,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,1533841490000000000,-5643376788,6556820066065172676,0,4806892250822246670508230,-194211.0,,,,
219859763,2024-06-09 00:02:44,SWAP,0xb689127a9abaa7fe71a6e9df53c82e5fd879167d15aea7b3019cd915c6c38535,4,13,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,1463676940000000000,-5385075011,6556820066065172676,0,4806827181231516570274566,-194211.0,,,,
219859763,2024-06-09 00:02:44,SWAP,0xf59413bdac9d888e3e38376b9400542eb9a79f30a1138502998540863977c32e,7,23,,0x3015aee8dcc5fb0eac29389d01a5b4dd7af16d26,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,525000000000000000,-1931513919,6556820066065172676,0,4806803842128536651065317,-194211.0,,,,
219859763,2024-06-09 00:02:44,SWAP,0x3debddf5ca27a8b303f34aa53d5eff5933c6dbbd6a84f2132d1507acc5fc47a2,8,26,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,870180400024459729,-3201416892,6556820066065172676,0,4806765158380125676371968,-194211.0,,,,
219859768,2024-06-09 00:02:45,SWAP,0x57edcfc0e0a3f0425b12a911e1c948baf38830dfece2939a4525039ae2fc80b1,1,3,,0x3015aee8dcc5fb0eac29389d01a5b4dd7af16d26,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,356000000000000000,-1309718639,6556820066065172676,0,4806749332629206561962554,-194212.0,,,,
219859787,2024-06-09 00:02:50,SWAP,0xf5e90008ed29f402793461c0e359ff6828e19fe99016c245319153ef2df12185,1,56,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x09ba302a3f5ad2bf8853266e271b005a5b3716fe,-1384554073402484,5098836,6556820066065172676,0,4806749394209255122315651,-194212.0,,,,
219859872,2024-06-09 00:03:11,SWAP,0xbbf3323d2a1d4335990f650aea6e78b37218d78c6585b2b77c463fe820819a1e,2,5,,0x3015aee8dcc5fb0eac29389d01a5b4dd7af16d26,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,1827000000000000000,-6721369961,6556820066065172676,0,4806668177737508468507741,-194212.0,,,,
219859897,2024-06-09 00:03:17,SWAP,0x8b56792aa20a1858101dc73cb1118f0fbb5ed144c74578bce3f7009da8ea5d15,2,9,,0xf3ae7446b8a02550ad10a829ad272d6fb7dbddab,0x51c72848c68a965f66fa7a88855f9f7784502a7f,1868803784908412672,-6874927371,6556820066065172676,0,4806585105782262228942601,-194212.0,,,,
219859900,2024-06-09 00:03:18,SWAP,0x5674752533e435eda8fcf86ddb17be3867a25a6ea459ffaa5a89d8411a752090,3,4,,0x3015aee8dcc5fb0eac29389d01a5b4dd7af16d26,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,1827000000000000000,-6720910518,6556820066065172676,0,4806503894862120020220338,-194213.0,,,,
219859902,2024-06-09 00:03:18,SWAP,0xa44db8da90a87f38f76775ac7f088db3ba9f5fc0a91e2d1a3c2e1c2347937c7c,7,27,,0xf3ae7446b8a02550ad10a829ad272d6fb7dbddab,0x51c72848c68a965f66fa7a88855f9f7784502a7f,509697300232622272,-1874962189,6556820066065172676,0,4806481239091854794316556,-194213.0,,,,
219859902,2024-06-09 00:03:18,SWAP,0x5bc1b67ef10ded95720b7c7dcd2fc9bc8a52942768bd4b73dd418e7f958e8c90,8,30,,0x75010b38696e3045072ea8bebabee8e4b8a3706c,0x75010b38696e3045072ea8bebabee8e4b8a3706c,1257562729782592776,-4625969244,6556820066065172676,0,4806425342019892846526464,-194213.0,,,,
219859904,2024-06-09 00:03:19,SWAP,0x3d20d4ecd822f77dd48402787d273d45d548033bb7d865a5bb57f17f1124c8e7,2,7,,0xf3ae7446b8a02550ad10a829ad272d6fb7dbddab,0x51c72848c68a965f66fa7a88855f9f7784502a7f,1121380912501315456,-4124931001,6556820066065172676,0,4806375499153918107696156,-194213.0,,,,
219859910,2024-06-09 00:03:20,SWAP,0xf9419ae90d275acb958b9eb9510393e51b8abceb941aa0c4f4b46a288dcc7765,2,16,,0x02f300cd27490371e2972c7f1cc37ff0256fac81,0x400f643ae9ae6532f974eb51f284f80170063f4b,1773000000000000000,-6521697341,6556820066065172676,0,4806296695390559299462066,-194213.0,,,,
219859911,2024-06-09 00:03:21,SWAP,0xced0fb7d06737bbc8428893803523a00f6c2e3d78d2c9e5e835d4468c379c44e,7,21,,0x3015aee8dcc5fb0eac29389d01a5b4dd7af16d26,0x975580eb2b1473ac0b9fdf9f5eec9c26c04a3f76,1827000000000000000,-6720103997,6556820066065172676,0,4806215494215869311279820,-194214.0,,,,
219859911,2024-06-09 00:03:21,SWAP,0xa4797998378ac586508193b56d6f2053cad215eff3aced96b7dca8d6279bcdaa,14,33,,0x6b56d9a6b88a8bef9ff91bc6ae9c16e9c7890e2c,0x7140ef63f3ee837b6e5b951b4efaeb54554bb317,135800000000000000,-499492916,6556820066065172676,0,4806209458682549594818050,-194214.0,,,,
219859911,2024-06-09 00:03:21,SWAP,0xff87edb2a3e1308ce7862bdb6f7bd38fb5b4a88d6a5d7c94c4c7b8b1797b4c44,33,83,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x9d5cbd2a2d34330bd76dbeaabc1bae4f8c78a4ef,4031960335442699449,-14829587725,6556820066065172676,0,4806030268011685902507195,-194215.0,,,,
219859913,2024-06-09 00:03:21,SWAP,0xce2fdeb79ab8d81926f7fb1f3318c619c1fe7a339d57e51272aacf4114b324b4,4,6,,0xf3ae7446b8a02550ad10a829ad272d6fb7dbddab,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2464160489905000448,-9062660863,6556820066065172676,0,4805920760970092570190680,-194215.0,,,,
219859992,2024-06-09 00:03:41,SWAP,0xa9e064594769ae062cc842923fc1b58132ce07938f4e3e6a19a3f9f1b78cf83c,3,9,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-2716368859642443,10000000,6556820066065172676,0,4805920881742887362665768,-194215.0,,,,
219860022,2024-06-09 00:03:48,SWAP,0x0a9a2c26bc6f9706973edb3bdf9002f9473f61d01b7a16064e3b8009bf2f93ac,2,3,,0xe592427a0aece92de3edee1f18e0157c05861564,0x6324b7fed81470b47657c5d9e1f324d820195461,9038490000000000,-33240895,6556820066065172676,0,4805920480082476438095074,-194215.0,,,,
219860071,2024-06-09 00:04:01,BURN,0x69910ff947cd099559bfb25fe3431547719a7ba9a5c43dfb10039f22ebd744c7,4,10,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6556820066065172676,0,4805920480082476438095074,-194215.0,,-194130.0,-192930.0,0
219860071,2024-06-09 00:04:01,COLLECT,0x69910ff947cd099559bfb25fe3431547719a7ba9a5c43dfb10039f22ebd744c7,4,11,12.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x9fbbb8752e8ddf6cfc4a7b57912b08fc6c3d1b96,0,0,6556820066065172676,0,4805920480082476438095074,-194215.0,2977349.0,-194130.0,-192930.0,
219860084,2024-06-09 00:04:04,SWAP,0xb91eb430af68104e1341e2d0b42314bb69d5be2a95f84e43a1352d61ba4f4f16,4,9,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,2998473992821988,-11027500,6556820066065172676,0,4805920346833652568758501,-194215.0,,,,
219860288,2024-06-09 00:04:56,BURN,0x784d1c0bcee60358085a9b10e4bc243f1455f66ecd078e9257c69a467582b7a2,1,0,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6556820066065172676,0,4805920346833652568758501,-194215.0,,-194130.0,-192930.0,0
219860288,2024-06-09 00:04:56,COLLECT,0x784d1c0bcee60358085a9b10e4bc243f1455f66ecd078e9257c69a467582b7a2,1,1,2.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x6db48d2b127b857ddc3e3016a9507b3f91613a9b,0,0,6556820066065172676,0,4805920346833652568758501,-194215.0,2977352.0,-194130.0,-192930.0,
219860327,2024-06-09 00:05:05,SWAP,0xb4ba79e9472a55ea98f6423cc3aeaf7074852a4f37d10d34d0efd93c73b94998,4,11,,0xe592427a0aece92de3edee1f18e0157c05861564,0xdb6f1920a889355780af7570773609bd8cb1f498,300000000000000,-1103311,6556820066065172676,0,4805920333501989183559960,-194215.0,,,,
219860386,2024-06-09 00:05:20,BURN,0x6670c0916f7c212ceff7a082976f75006a269355c79ebca4eb2f15402597ca73,2,2,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6556820066065172676,0,4805920333501989183559960,-194215.0,,-194130.0,-192930.0,0
219860386,2024-06-09 00:05:20,COLLECT,0x6670c0916f7c212ceff7a082976f75006a269355c79ebca4eb2f15402597ca73,2,3,4.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x30b95f08bda14492b9020327d6dcd1918dd90350,0,0,6556820066065172676,0,4805920333501989183559960,-194215.0,2977354.0,-194130.0,-192930.0,
219860425,2024-06-09 00:05:30,BURN,0x3f4cbf6fcfcca7be0e17ee96beab3dada550929dfbbc80e551284141bfe8b838,1,0,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6556820066065172676,0,4805920333501989183559960,-194215.0,,-194020.0,-193630.0,0
219860425,2024-06-09 00:05:30,COLLECT,0x3f4cbf6fcfcca7be0e17ee96beab3dada550929dfbbc80e551284141bfe8b838,1,3,4.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,3226948876976181,12158554,6556820066065172676,0,4805920333501989183559960,-194215.0,2899151.0,-194020.0,-193630.0,
219860445,2024-06-09 00:05:35,SWAP,0xa0de85c806675aaefd5fb708506ad24421a4b57d9b6faba1d2185a6a6301a2c5,4,6,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,8700000000000000000,-31993450570,6556820066065172676,0,4805533746364373891155596,-194217.0,,,,
219860481,2024-06-09 00:05:44,SWAP,0x3a7f86202586fa88d067e22d0fa0aba42479647d71aab7224004a64045992dfe,2,3,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,3000000000000000,-11031336,6556820066065172676,0,4805533613069191162979555,-194217.0,,,,
219860577,2024-06-09 00:06:08,SWAP,0x91610177eab00266ff639c0b8cb0976239dc790c7156844045ae8f3494aea744,2,28,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xc35a7648b434f0a161c12bd144866bdf93c4a4fc,213864740564356,-786404,6556820066065172676,0,4805533603566811554465107,-194217.0,,,,
219860650,2024-06-09 00:06:26,SWAP,0x199608a2e9734f2414e5c1c965c329189ee289daeb1152fbb3b714c80c1475e0,1,3,,0x00000000ede6d8d217c60f93191c060747324bca,0x00000000ede6d8d217c60f93191c060747324bca,-3030379582027813,11154198,6556820066065172676,0,4805533738279167280256365,-194217.0,,,,
219860650,2024-06-09 00:06:26,MINT,0x199608a2e9734f2414e5c1c965c329189ee289daeb1152fbb3b714c80c1475e0,1,9,10.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,3030377185922868,14962112,6556824003836313347,3937771140671,4805533738279167280256365,-194217.0,1375843.0,-195510.0,-193260.0,3937771140671
219860759,2024-06-09 00:06:54,SWAP,0x2cf8a9b1d964efa4074c84d67d443eef6d859bff40882fdbe0553d4bf6a66d5f,3,9,,0x111111125421ca6dc452d289314280a0f8842a65,0x111111125421ca6dc452d289314280a0f8842a65,-4988049402233915,18359974,6556824003836313347,0,4805533960017571185428887,-194217.0,,,,
219860763,2024-06-09 00:06:55,SWAP,0x76c2d635768f1d84a393eaf7adaae293c1798e009c4438bb68fedb40ca0abff0,2,5,,0x5e325eda8064b456f4781070c0738d849c824258,0x5e325eda8064b456f4781070c0738d849c824258,-1080082003571328,3975558,6556824003836313347,0,4805534008031464731695952,-194217.0,,,,
219860774,2024-06-09 00:06:58,MINT,0x88aaaf55d1896cd20bd765341eede199a35919e5b45472eaab481201dca505ff,2,5,7.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,5419858512408151787,37330860506,6656477260359561012,99653256523247665,4805534008031464731695952,-194217.0,2977795.0,-194340.0,-194150.0,99653256523247665
219860789,2024-06-09 00:07:01,BURN,0x6a261bd64823144ea21acb357b115eec2498afb9210ec4656ce4dfdf27e16818,2,0,,0xc36442b4a4522e871399cd717abdd847ab11fe88,,0,0,6556824003836313347,0,4805534008031464731695952,-194217.0,,-195510.0,-193260.0,0
